starttime	seconds	ctime	dtime	ttime	wait
Mon Oct 03 20:52:41 2022	1664797961	0	944	944	943
Mon Oct 03 20:52:37 2022	1664797957	0	944	944	943
Mon Oct 03 20:52:27 2022	1664797947	0	944	944	944
Mon Oct 03 20:52:32 2022	1664797952	0	944	944	944
Mon Oct 03 20:52:29 2022	1664797949	0	944	945	944
Mon Oct 03 20:52:30 2022	1664797950	0	945	945	945
Mon Oct 03 20:52:36 2022	1664797956	0	945	945	945
Mon Oct 03 20:52:39 2022	1664797959	0	945	945	945
Mon Oct 03 20:52:34 2022	1664797954	0	945	945	945
Mon Oct 03 20:52:25 2022	1664797945	0	946	946	946
Mon Oct 03 20:52:33 2022	1664797953	0	946	946	946
Mon Oct 03 20:52:32 2022	1664797952	0	946	947	946
Mon Oct 03 20:52:34 2022	1664797954	0	947	947	946
Mon Oct 03 20:52:31 2022	1664797951	0	947	947	947
Mon Oct 03 20:52:32 2022	1664797952	0	947	947	947
Mon Oct 03 20:52:25 2022	1664797945	0	947	947	947
Mon Oct 03 20:52:41 2022	1664797961	0	947	947	947
Mon Oct 03 20:52:27 2022	1664797947	0	948	948	947
Mon Oct 03 20:52:32 2022	1664797952	0	948	948	948
Mon Oct 03 20:52:32 2022	1664797952	0	948	948	948
Mon Oct 03 20:52:42 2022	1664797962	0	948	948	948
Mon Oct 03 20:52:32 2022	1664797952	0	949	949	948
Mon Oct 03 20:52:39 2022	1664797959	0	949	949	948
Mon Oct 03 20:52:24 2022	1664797944	0	949	949	949
Mon Oct 03 20:52:31 2022	1664797951	0	949	949	949
Mon Oct 03 20:52:34 2022	1664797954	0	949	949	949
Mon Oct 03 20:52:41 2022	1664797961	0	949	949	949
Mon Oct 03 20:52:33 2022	1664797953	0	950	950	950
Mon Oct 03 20:52:25 2022	1664797945	0	950	950	950
Mon Oct 03 20:52:25 2022	1664797945	0	950	950	950
Mon Oct 03 20:52:35 2022	1664797955	0	950	951	950
Mon Oct 03 20:52:36 2022	1664797956	0	951	951	950
Mon Oct 03 20:52:29 2022	1664797949	0	951	951	951
Mon Oct 03 20:52:25 2022	1664797945	0	952	952	951
Mon Oct 03 20:52:28 2022	1664797948	0	952	952	951
Mon Oct 03 20:52:33 2022	1664797953	0	952	952	951
Mon Oct 03 20:52:31 2022	1664797951	0	952	952	952
Mon Oct 03 20:52:36 2022	1664797956	0	953	953	952
Mon Oct 03 20:52:33 2022	1664797953	0	953	954	953
Mon Oct 03 20:52:36 2022	1664797956	0	954	954	953
Mon Oct 03 20:52:35 2022	1664797955	0	954	954	953
Mon Oct 03 20:52:33 2022	1664797953	0	954	954	954
Mon Oct 03 20:52:40 2022	1664797960	0	954	954	954
Mon Oct 03 20:52:35 2022	1664797955	0	954	954	954
Mon Oct 03 20:52:35 2022	1664797955	0	954	954	954
Mon Oct 03 20:52:24 2022	1664797944	0	954	954	954
Mon Oct 03 20:52:28 2022	1664797948	0	955	955	954
Mon Oct 03 20:52:33 2022	1664797953	0	955	955	955
Mon Oct 03 20:52:35 2022	1664797955	0	955	955	955
Mon Oct 03 20:52:24 2022	1664797944	0	955	955	954
Mon Oct 03 20:52:29 2022	1664797949	0	955	955	955
Mon Oct 03 20:52:24 2022	1664797944	0	955	955	955
Mon Oct 03 20:52:32 2022	1664797952	0	956	956	955
Mon Oct 03 20:52:33 2022	1664797953	0	956	956	956
Mon Oct 03 20:52:36 2022	1664797956	0	956	956	956
Mon Oct 03 20:52:29 2022	1664797949	0	956	956	956
Mon Oct 03 20:52:41 2022	1664797961	0	957	957	957
Mon Oct 03 20:52:28 2022	1664797948	0	957	957	957
Mon Oct 03 20:52:28 2022	1664797948	0	957	957	957
Mon Oct 03 20:52:30 2022	1664797950	0	957	958	957
Mon Oct 03 20:52:40 2022	1664797960	0	958	958	957
Mon Oct 03 20:52:26 2022	1664797946	0	958	958	958
Mon Oct 03 20:52:33 2022	1664797953	0	958	958	958
Mon Oct 03 20:52:29 2022	1664797949	0	958	958	958
Mon Oct 03 20:52:32 2022	1664797952	0	958	958	958
Mon Oct 03 20:52:30 2022	1664797950	0	958	958	958
Mon Oct 03 20:52:36 2022	1664797956	0	958	958	958
Mon Oct 03 20:52:26 2022	1664797946	0	958	958	958
Mon Oct 03 20:52:27 2022	1664797947	0	958	958	958
Mon Oct 03 20:52:29 2022	1664797949	0	958	958	958
Mon Oct 03 20:52:34 2022	1664797954	0	958	958	958
Mon Oct 03 20:52:35 2022	1664797955	0	958	958	958
Mon Oct 03 20:52:31 2022	1664797951	0	958	958	958
Mon Oct 03 20:52:32 2022	1664797952	0	958	958	958
Mon Oct 03 20:52:43 2022	1664797963	0	958	959	958
Mon Oct 03 20:52:34 2022	1664797954	0	958	959	958
Mon Oct 03 20:52:34 2022	1664797954	0	958	959	958
Mon Oct 03 20:52:32 2022	1664797952	0	959	959	959
Mon Oct 03 20:52:31 2022	1664797951	0	959	960	959
Mon Oct 03 20:52:37 2022	1664797957	0	960	960	959
Mon Oct 03 20:52:31 2022	1664797951	0	960	960	960
Mon Oct 03 20:52:32 2022	1664797952	0	960	960	960
Mon Oct 03 20:52:39 2022	1664797959	0	960	960	960
Mon Oct 03 20:52:40 2022	1664797960	0	960	960	960
Mon Oct 03 20:52:36 2022	1664797956	0	960	960	960
Mon Oct 03 20:52:33 2022	1664797953	0	960	960	960
Mon Oct 03 20:52:35 2022	1664797955	0	960	960	960
Mon Oct 03 20:52:42 2022	1664797962	0	960	960	960
Mon Oct 03 20:52:37 2022	1664797957	0	960	961	960
Mon Oct 03 20:52:41 2022	1664797961	0	961	961	961
Mon Oct 03 20:52:31 2022	1664797951	0	961	961	961
Mon Oct 03 20:52:41 2022	1664797961	0	961	961	961
Mon Oct 03 20:52:24 2022	1664797944	0	961	961	961
Mon Oct 03 20:52:26 2022	1664797946	0	961	961	961
Mon Oct 03 20:52:36 2022	1664797956	0	961	961	961
Mon Oct 03 20:52:39 2022	1664797959	0	961	962	961
Mon Oct 03 20:52:31 2022	1664797951	0	962	962	962
Mon Oct 03 20:52:40 2022	1664797960	0	962	962	962
Mon Oct 03 20:52:28 2022	1664797948	0	962	962	962
Mon Oct 03 20:52:26 2022	1664797946	0	962	962	962
Mon Oct 03 20:52:40 2022	1664797960	0	962	963	962
Mon Oct 03 20:52:26 2022	1664797946	0	963	963	962
Mon Oct 03 20:52:34 2022	1664797954	0	963	963	962
Mon Oct 03 20:52:40 2022	1664797960	0	963	963	963
Mon Oct 03 20:52:25 2022	1664797945	0	963	963	963
Mon Oct 03 20:52:35 2022	1664797955	0	963	963	963
Mon Oct 03 20:52:29 2022	1664797949	0	964	964	963
Mon Oct 03 20:52:36 2022	1664797956	0	964	964	964
Mon Oct 03 20:52:24 2022	1664797944	0	964	964	963
Mon Oct 03 20:52:43 2022	1664797963	0	965	965	964
Mon Oct 03 20:52:39 2022	1664797959	0	965	965	965
Mon Oct 03 20:52:27 2022	1664797947	0	965	965	965
Mon Oct 03 20:52:40 2022	1664797960	0	965	965	965
Mon Oct 03 20:52:29 2022	1664797949	0	965	965	965
Mon Oct 03 20:52:40 2022	1664797960	0	966	966	965
Mon Oct 03 20:52:30 2022	1664797950	0	966	966	966
Mon Oct 03 20:52:31 2022	1664797951	0	966	966	966
Mon Oct 03 20:52:33 2022	1664797953	0	966	966	966
Mon Oct 03 20:52:29 2022	1664797949	0	966	966	966
Mon Oct 03 20:52:33 2022	1664797953	0	966	966	966
Mon Oct 03 20:52:29 2022	1664797949	0	967	967	966
Mon Oct 03 20:52:34 2022	1664797954	0	967	967	967
Mon Oct 03 20:52:29 2022	1664797949	0	967	967	967
Mon Oct 03 20:52:40 2022	1664797960	0	967	967	967
Mon Oct 03 20:52:30 2022	1664797950	0	967	968	967
Mon Oct 03 20:52:36 2022	1664797956	0	967	968	967
Mon Oct 03 20:52:30 2022	1664797950	0	967	968	967
Mon Oct 03 20:52:43 2022	1664797963	0	968	968	968
Mon Oct 03 20:52:32 2022	1664797952	0	968	968	968
Mon Oct 03 20:52:40 2022	1664797960	0	968	968	968
Mon Oct 03 20:52:36 2022	1664797956	0	968	969	968
Mon Oct 03 20:52:39 2022	1664797959	0	968	969	968
Mon Oct 03 20:52:28 2022	1664797948	0	968	969	968
Mon Oct 03 20:52:37 2022	1664797957	0	969	969	968
Mon Oct 03 20:52:40 2022	1664797960	0	969	969	969
Mon Oct 03 20:52:26 2022	1664797946	0	969	969	969
Mon Oct 03 20:52:31 2022	1664797951	0	969	969	969
Mon Oct 03 20:52:40 2022	1664797960	0	969	969	969
Mon Oct 03 20:52:34 2022	1664797954	0	969	969	969
Mon Oct 03 20:52:26 2022	1664797946	0	970	970	970
Mon Oct 03 20:52:33 2022	1664797953	0	970	970	970
Mon Oct 03 20:52:24 2022	1664797944	0	970	970	970
Mon Oct 03 20:52:34 2022	1664797954	0	970	970	970
Mon Oct 03 20:52:35 2022	1664797955	0	971	971	970
Mon Oct 03 20:52:34 2022	1664797954	0	971	971	971
Mon Oct 03 20:52:26 2022	1664797946	0	971	971	971
Mon Oct 03 20:52:39 2022	1664797959	0	971	971	971
Mon Oct 03 20:52:33 2022	1664797953	0	971	971	971
Mon Oct 03 20:52:40 2022	1664797960	0	972	972	972
Mon Oct 03 20:52:36 2022	1664797956	0	972	972	971
Mon Oct 03 20:52:29 2022	1664797949	0	972	972	972
Mon Oct 03 20:52:29 2022	1664797949	0	972	972	972
Mon Oct 03 20:52:40 2022	1664797960	0	972	972	972
Mon Oct 03 20:52:32 2022	1664797952	0	972	972	972
Mon Oct 03 20:52:24 2022	1664797944	0	972	973	972
Mon Oct 03 20:52:36 2022	1664797956	0	973	973	973
Mon Oct 03 20:52:32 2022	1664797952	0	973	973	973
Mon Oct 03 20:52:40 2022	1664797960	0	973	973	973
Mon Oct 03 20:52:25 2022	1664797945	0	973	973	973
Mon Oct 03 20:52:28 2022	1664797948	0	974	974	973
Mon Oct 03 20:52:40 2022	1664797960	0	974	974	973
Mon Oct 03 20:52:39 2022	1664797959	0	974	974	974
Mon Oct 03 20:52:39 2022	1664797959	0	974	974	974
Mon Oct 03 20:52:41 2022	1664797961	0	974	974	974
Mon Oct 03 20:52:39 2022	1664797959	0	974	974	974
Mon Oct 03 20:52:25 2022	1664797945	0	975	975	975
Mon Oct 03 20:52:32 2022	1664797952	0	975	975	975
Mon Oct 03 20:52:37 2022	1664797957	0	975	975	975
Mon Oct 03 20:52:37 2022	1664797957	0	975	975	975
Mon Oct 03 20:52:31 2022	1664797951	0	975	975	975
Mon Oct 03 20:52:35 2022	1664797955	0	975	976	975
Mon Oct 03 20:52:31 2022	1664797951	0	976	976	975
Mon Oct 03 20:52:32 2022	1664797952	0	976	976	975
Mon Oct 03 20:52:42 2022	1664797962	0	976	976	975
Mon Oct 03 20:52:40 2022	1664797960	0	976	976	976
Mon Oct 03 20:52:32 2022	1664797952	0	976	976	976
Mon Oct 03 20:52:28 2022	1664797948	0	976	976	976
Mon Oct 03 20:52:32 2022	1664797952	0	976	976	976
Mon Oct 03 20:52:25 2022	1664797945	0	977	977	976
Mon Oct 03 20:52:40 2022	1664797960	0	977	977	976
Mon Oct 03 20:52:42 2022	1664797962	0	977	977	976
Mon Oct 03 20:52:26 2022	1664797946	0	977	977	976
Mon Oct 03 20:52:32 2022	1664797952	0	977	977	977
Mon Oct 03 20:52:25 2022	1664797945	0	977	977	977
Mon Oct 03 20:52:41 2022	1664797961	0	977	977	977
Mon Oct 03 20:52:32 2022	1664797952	0	977	977	977
Mon Oct 03 20:52:41 2022	1664797961	0	977	977	977
Mon Oct 03 20:52:31 2022	1664797951	0	977	978	977
Mon Oct 03 20:52:34 2022	1664797954	0	978	978	978
Mon Oct 03 20:52:35 2022	1664797955	0	978	978	978
Mon Oct 03 20:52:30 2022	1664797950	0	978	978	978
Mon Oct 03 20:52:26 2022	1664797946	0	978	978	978
Mon Oct 03 20:52:32 2022	1664797952	0	978	979	978
Mon Oct 03 20:52:25 2022	1664797945	0	978	979	978
Mon Oct 03 20:52:40 2022	1664797960	0	978	979	978
Mon Oct 03 20:52:37 2022	1664797957	0	978	979	978
Mon Oct 03 20:52:33 2022	1664797953	0	979	979	979
Mon Oct 03 20:52:34 2022	1664797954	0	979	979	979
Mon Oct 03 20:52:32 2022	1664797952	0	979	979	979
Mon Oct 03 20:52:40 2022	1664797960	0	979	979	979
Mon Oct 03 20:52:33 2022	1664797953	0	979	979	979
Mon Oct 03 20:52:40 2022	1664797960	0	979	979	979
Mon Oct 03 20:52:29 2022	1664797949	0	979	979	979
Mon Oct 03 20:52:41 2022	1664797961	0	979	979	979
Mon Oct 03 20:52:24 2022	1664797944	0	980	980	980
Mon Oct 03 20:52:28 2022	1664797948	0	980	980	980
Mon Oct 03 20:52:41 2022	1664797961	0	980	980	980
Mon Oct 03 20:52:40 2022	1664797960	0	980	980	980
Mon Oct 03 20:52:34 2022	1664797954	0	980	980	980
Mon Oct 03 20:52:41 2022	1664797961	0	980	980	980
Mon Oct 03 20:52:30 2022	1664797950	0	980	980	980
Mon Oct 03 20:52:25 2022	1664797945	0	980	981	980
Mon Oct 03 20:52:35 2022	1664797955	0	980	981	980
Mon Oct 03 20:52:24 2022	1664797944	0	981	981	981
Mon Oct 03 20:52:27 2022	1664797947	0	981	981	981
Mon Oct 03 20:52:27 2022	1664797947	0	981	981	981
Mon Oct 03 20:52:31 2022	1664797951	0	981	981	981
Mon Oct 03 20:52:42 2022	1664797962	0	981	981	981
Mon Oct 03 20:52:41 2022	1664797961	0	982	982	981
Mon Oct 03 20:52:35 2022	1664797955	0	982	982	982
Mon Oct 03 20:52:25 2022	1664797945	0	982	982	982
Mon Oct 03 20:52:34 2022	1664797954	0	982	982	982
Mon Oct 03 20:52:28 2022	1664797948	0	982	982	982
Mon Oct 03 20:52:39 2022	1664797959	0	982	982	982
Mon Oct 03 20:52:24 2022	1664797944	0	982	982	982
Mon Oct 03 20:52:32 2022	1664797952	0	982	982	982
Mon Oct 03 20:52:43 2022	1664797963	0	982	982	982
Mon Oct 03 20:52:36 2022	1664797956	0	982	982	982
Mon Oct 03 20:52:39 2022	1664797959	0	982	983	982
Mon Oct 03 20:52:34 2022	1664797954	0	982	983	982
Mon Oct 03 20:52:34 2022	1664797954	0	983	983	983
Mon Oct 03 20:52:32 2022	1664797952	0	983	983	983
Mon Oct 03 20:52:25 2022	1664797945	0	984	984	983
Mon Oct 03 20:52:33 2022	1664797953	0	984	984	984
Mon Oct 03 20:52:36 2022	1664797956	0	984	984	984
Mon Oct 03 20:52:35 2022	1664797955	0	984	984	984
Mon Oct 03 20:52:24 2022	1664797944	0	985	985	984
Mon Oct 03 20:52:40 2022	1664797960	0	985	985	985
Mon Oct 03 20:52:33 2022	1664797953	0	985	985	985
Mon Oct 03 20:52:33 2022	1664797953	0	985	985	985
Mon Oct 03 20:52:26 2022	1664797946	0	985	985	985
Mon Oct 03 20:52:36 2022	1664797956	0	986	986	985
Mon Oct 03 20:52:29 2022	1664797949	0	986	986	985
Mon Oct 03 20:52:39 2022	1664797959	0	986	986	985
Mon Oct 03 20:52:39 2022	1664797959	0	986	986	985
Mon Oct 03 20:52:39 2022	1664797959	0	986	986	986
Mon Oct 03 20:52:39 2022	1664797959	0	986	986	986
Mon Oct 03 20:52:25 2022	1664797945	0	986	986	986
Mon Oct 03 20:52:29 2022	1664797949	0	986	987	986
Mon Oct 03 20:52:39 2022	1664797959	0	986	987	986
Mon Oct 03 20:52:34 2022	1664797954	0	986	987	986
Mon Oct 03 20:52:25 2022	1664797945	0	987	987	986
Mon Oct 03 20:52:28 2022	1664797948	0	987	987	986
Mon Oct 03 20:52:32 2022	1664797952	0	987	987	986
Mon Oct 03 20:52:40 2022	1664797960	0	987	987	986
Mon Oct 03 20:52:32 2022	1664797952	0	987	987	987
Mon Oct 03 20:52:35 2022	1664797955	0	988	988	987
Mon Oct 03 20:52:40 2022	1664797960	0	988	988	988
Mon Oct 03 20:52:39 2022	1664797959	0	988	988	988
Mon Oct 03 20:52:32 2022	1664797952	0	988	988	988
Mon Oct 03 20:52:35 2022	1664797955	0	988	988	988
Mon Oct 03 20:52:29 2022	1664797949	0	988	989	988
Mon Oct 03 20:52:33 2022	1664797953	0	989	989	988
Mon Oct 03 20:52:41 2022	1664797961	0	989	989	988
Mon Oct 03 20:52:33 2022	1664797953	0	989	989	989
Mon Oct 03 20:52:40 2022	1664797960	0	989	989	989
Mon Oct 03 20:52:41 2022	1664797961	0	989	989	989
Mon Oct 03 20:52:32 2022	1664797952	0	989	989	989
Mon Oct 03 20:52:40 2022	1664797960	0	989	989	989
Mon Oct 03 20:52:39 2022	1664797959	0	990	990	989
Mon Oct 03 20:52:42 2022	1664797962	0	990	990	990
Mon Oct 03 20:52:28 2022	1664797948	0	990	990	990
Mon Oct 03 20:52:32 2022	1664797952	0	990	990	990
Mon Oct 03 20:52:41 2022	1664797961	0	990	991	990
Mon Oct 03 20:52:43 2022	1664797963	0	991	991	991
Mon Oct 03 20:52:25 2022	1664797945	0	991	991	991
Mon Oct 03 20:52:35 2022	1664797955	0	991	991	991
Mon Oct 03 20:52:24 2022	1664797944	0	991	991	991
Mon Oct 03 20:52:26 2022	1664797946	0	991	991	991
Mon Oct 03 20:52:36 2022	1664797956	0	991	991	991
Mon Oct 03 20:52:34 2022	1664797954	0	991	991	991
Mon Oct 03 20:52:33 2022	1664797953	0	992	992	992
Mon Oct 03 20:52:43 2022	1664797963	0	992	992	992
Mon Oct 03 20:52:30 2022	1664797950	0	992	992	992
Mon Oct 03 20:52:42 2022	1664797962	0	992	992	991
Mon Oct 03 20:52:41 2022	1664797961	0	992	992	992
Mon Oct 03 20:52:26 2022	1664797946	0	992	992	992
Mon Oct 03 20:52:25 2022	1664797945	0	993	993	992
Mon Oct 03 20:52:36 2022	1664797956	0	993	993	993
Mon Oct 03 20:52:28 2022	1664797948	0	993	993	993
Mon Oct 03 20:52:30 2022	1664797950	0	993	993	993
Mon Oct 03 20:52:39 2022	1664797959	0	993	993	992
Mon Oct 03 20:52:25 2022	1664797945	0	993	993	993
Mon Oct 03 20:52:33 2022	1664797953	0	993	993	993
Mon Oct 03 20:52:29 2022	1664797949	0	993	993	993
Mon Oct 03 20:52:42 2022	1664797962	0	993	993	993
Mon Oct 03 20:52:36 2022	1664797956	0	993	993	993
Mon Oct 03 20:52:36 2022	1664797956	0	993	993	993
Mon Oct 03 20:52:31 2022	1664797951	0	994	994	993
Mon Oct 03 20:52:30 2022	1664797950	0	994	994	994
Mon Oct 03 20:52:27 2022	1664797947	0	994	994	994
Mon Oct 03 20:52:39 2022	1664797959	0	994	994	994
Mon Oct 03 20:52:31 2022	1664797951	0	995	995	994
Mon Oct 03 20:52:34 2022	1664797954	0	995	995	994
Mon Oct 03 20:52:29 2022	1664797949	0	995	995	995
Mon Oct 03 20:52:40 2022	1664797960	0	995	995	994
Mon Oct 03 20:52:33 2022	1664797953	0	996	996	995
Mon Oct 03 20:52:33 2022	1664797953	0	996	996	995
Mon Oct 03 20:52:24 2022	1664797944	0	996	996	995
Mon Oct 03 20:52:26 2022	1664797946	0	996	996	996
Mon Oct 03 20:52:32 2022	1664797952	0	996	996	996
Mon Oct 03 20:52:34 2022	1664797954	0	996	996	996
Mon Oct 03 20:52:40 2022	1664797960	0	996	996	996
Mon Oct 03 20:52:31 2022	1664797951	0	996	996	996
Mon Oct 03 20:52:36 2022	1664797956	0	996	996	996
Mon Oct 03 20:52:31 2022	1664797951	0	996	996	996
Mon Oct 03 20:52:33 2022	1664797953	0	996	996	996
Mon Oct 03 20:52:36 2022	1664797956	0	996	997	996
Mon Oct 03 20:52:29 2022	1664797949	0	997	997	996
Mon Oct 03 20:52:32 2022	1664797952	0	997	997	996
Mon Oct 03 20:52:24 2022	1664797944	0	997	997	997
Mon Oct 03 20:52:34 2022	1664797954	0	997	997	997
Mon Oct 03 20:52:42 2022	1664797962	0	997	997	997
Mon Oct 03 20:52:33 2022	1664797953	0	997	997	997
Mon Oct 03 20:52:32 2022	1664797952	0	997	998	997
Mon Oct 03 20:52:34 2022	1664797954	0	998	998	997
Mon Oct 03 20:52:33 2022	1664797953	0	998	998	997
Mon Oct 03 20:52:29 2022	1664797949	0	998	998	997
Mon Oct 03 20:52:28 2022	1664797948	0	999	999	999
Mon Oct 03 20:52:29 2022	1664797949	0	999	999	999
Mon Oct 03 20:52:35 2022	1664797955	0	999	999	999
Mon Oct 03 20:52:41 2022	1664797961	0	999	999	999
Mon Oct 03 20:52:35 2022	1664797955	0	999	999	999
Mon Oct 03 20:52:42 2022	1664797962	0	999	999	999
Mon Oct 03 20:52:26 2022	1664797946	0	999	1000	999
Mon Oct 03 20:52:32 2022	1664797952	0	1000	1000	999
Mon Oct 03 20:52:24 2022	1664797944	0	1000	1000	1000
Mon Oct 03 20:52:29 2022	1664797949	0	1000	1000	1000
Mon Oct 03 20:52:42 2022	1664797962	0	1000	1000	1000
Mon Oct 03 20:52:26 2022	1664797946	0	1000	1000	1000
Mon Oct 03 20:52:34 2022	1664797954	0	1000	1001	1000
Mon Oct 03 20:52:41 2022	1664797961	0	1000	1001	1000
Mon Oct 03 20:52:43 2022	1664797963	0	1000	1001	1000
Mon Oct 03 20:52:26 2022	1664797946	0	1001	1001	1000
Mon Oct 03 20:52:24 2022	1664797944	0	1001	1001	1000
Mon Oct 03 20:52:26 2022	1664797946	0	1002	1002	1001
Mon Oct 03 20:52:39 2022	1664797959	0	1002	1002	1001
Mon Oct 03 20:52:26 2022	1664797946	0	1002	1002	1002
Mon Oct 03 20:52:40 2022	1664797960	0	1002	1002	1002
Mon Oct 03 20:52:42 2022	1664797962	0	1002	1002	1002
Mon Oct 03 20:52:32 2022	1664797952	0	1002	1002	1002
Mon Oct 03 20:52:41 2022	1664797961	0	1003	1003	1002
Mon Oct 03 20:52:34 2022	1664797954	0	1003	1003	1003
Mon Oct 03 20:52:33 2022	1664797953	0	1003	1003	1003
Mon Oct 03 20:52:31 2022	1664797951	0	1003	1003	1003
Mon Oct 03 20:52:32 2022	1664797952	0	1003	1004	1003
Mon Oct 03 20:52:39 2022	1664797959	0	1004	1004	1003
Mon Oct 03 20:52:42 2022	1664797962	0	1004	1004	1003
Mon Oct 03 20:52:37 2022	1664797957	0	1004	1004	1003
Mon Oct 03 20:52:36 2022	1664797956	0	1004	1004	1003
Mon Oct 03 20:52:29 2022	1664797949	0	1004	1004	1004
Mon Oct 03 20:52:36 2022	1664797956	0	1004	1004	1004
Mon Oct 03 20:52:34 2022	1664797954	0	1005	1005	1005
Mon Oct 03 20:52:33 2022	1664797953	0	1005	1005	1005
Mon Oct 03 20:52:31 2022	1664797951	0	1005	1005	1005
Mon Oct 03 20:52:24 2022	1664797944	0	1005	1005	1005
Mon Oct 03 20:52:24 2022	1664797944	0	1005	1005	1005
Mon Oct 03 20:52:35 2022	1664797955	0	1005	1006	1005
Mon Oct 03 20:52:29 2022	1664797949	0	1006	1006	1005
Mon Oct 03 20:52:26 2022	1664797946	0	1006	1006	1005
Mon Oct 03 20:52:40 2022	1664797960	0	1005	1006	1005
Mon Oct 03 20:52:27 2022	1664797947	0	1006	1006	1006
Mon Oct 03 20:52:29 2022	1664797949	0	1006	1006	1006
Mon Oct 03 20:52:41 2022	1664797961	0	1006	1006	1006
Mon Oct 03 20:52:36 2022	1664797956	0	1006	1006	1006
Mon Oct 03 20:52:39 2022	1664797959	0	1006	1006	1006
Mon Oct 03 20:52:26 2022	1664797946	0	1006	1006	1006
Mon Oct 03 20:52:39 2022	1664797959	0	1006	1006	1006
Mon Oct 03 20:52:28 2022	1664797948	0	1006	1007	1006
Mon Oct 03 20:52:40 2022	1664797960	0	1007	1007	1006
Mon Oct 03 20:52:29 2022	1664797949	0	1007	1007	1007
Mon Oct 03 20:52:36 2022	1664797956	0	1007	1007	1007
Mon Oct 03 20:52:31 2022	1664797951	0	1007	1007	1007
Mon Oct 03 20:52:28 2022	1664797948	0	1007	1007	1007
Mon Oct 03 20:52:41 2022	1664797961	0	1007	1007	1007
Mon Oct 03 20:52:40 2022	1664797960	0	1007	1007	1007
Mon Oct 03 20:52:40 2022	1664797960	0	1007	1007	1007
Mon Oct 03 20:52:39 2022	1664797959	0	1007	1007	1007
Mon Oct 03 20:52:31 2022	1664797951	0	1008	1008	1007
Mon Oct 03 20:52:38 2022	1664797958	0	1008	1008	1008
Mon Oct 03 20:52:24 2022	1664797944	0	1008	1008	1008
Mon Oct 03 20:52:43 2022	1664797963	0	1008	1008	1008
Mon Oct 03 20:52:36 2022	1664797956	0	1008	1009	1008
Mon Oct 03 20:52:39 2022	1664797959	0	1009	1009	1008
Mon Oct 03 20:52:35 2022	1664797955	0	1009	1009	1009
Mon Oct 03 20:52:37 2022	1664797957	0	1009	1009	1009
Mon Oct 03 20:52:28 2022	1664797948	0	1009	1009	1008
Mon Oct 03 20:52:36 2022	1664797956	0	1009	1009	1009
Mon Oct 03 20:52:40 2022	1664797960	0	1009	1009	1009
Mon Oct 03 20:52:29 2022	1664797949	0	1009	1010	1009
Mon Oct 03 20:52:42 2022	1664797962	0	1009	1010	1009
Mon Oct 03 20:52:34 2022	1664797954	0	1010	1010	1010
Mon Oct 03 20:52:26 2022	1664797946	0	1010	1010	1010
Mon Oct 03 20:52:36 2022	1664797956	0	1010	1010	1010
Mon Oct 03 20:52:35 2022	1664797955	0	1010	1010	1010
Mon Oct 03 20:52:39 2022	1664797959	0	1010	1010	1010
